Employee_Id,Age,Experience_Years,Education_Level,Job_Level,Department,Performance_Score,Weekly_Working_Hours,Salary_LPA
529,33,9,Bachelor,3,Operations,1,37.0,23.41
530,38,11,Master,3,IT,3,42.6,32.95
531,41,16,Bachelor,6,IT,3,42.9,42.23
532,27,5,Bachelor,2,IT,1,43.2,17.38
533,25,6,Bachelor,2,IT,7,42.0,25.3
534,33,13,Bachelor,5,IT,4,39.2,37.57
535,35,12,PhD,4,HR,10,41.8,39.05
536,30,7,Bachelor,2,IT,2,40.3,21.09
537,35,9,Bachelor,4,Finance,10,35.5,32.45
538,32,8,Bachelor,3,IT,5,38.9,25.8
539,43,17,Master,6,IT,6,45.6,48.42
540,21,1,Bachelor,1,Finance,9,48.4,17.4
541,25,4,Bachelor,2,Operations,4,44.6,16.41
542,28,4,Master,2,IT,2,48.2,23.21
543,33,5,Bachelor,2,HR,5,42.3,15.48
544,39,18,Bachelor,5,IT,3,49.0,43.63
545,31,7,Bachelor,2,IT,2,50.2,21.53
546,39,15,Bachelor,5,IT,1,35.1,37.3
547,32,12,Master,5,IT,10,42.9,43.19
548,25,0,Bachelor,1,IT,2,42.3,10.7
549,39,19,Bachelor,5,IT,6,40.3,43.03
550,40,16,Bachelor,5,Marketing,8,44.0,37.33
551,25,6,Master,2,IT,3,42.2,24.45
552,33,12,Master,4,Finance,9,39.1,37.51
553,23,3,Bachelor,1,IT,9,41.9,18.52
554,28,3,Master,1,Finance,2,46.8,17.0
555,27,5,Master,3,Finance,8,42.7,27.81
556,44,18,Master,5,IT,10,44.5,48.89
557,35,11,Master,4,IT,5,40.9,36.63
558,34,6,Bachelor,2,Marketing,4,43.8,18.24
559,31,9,Bachelor,3,Operations,10,37.2,26.52
560,41,18,Bachelor,5,IT,5,40.0,39.48
561,33,6,Bachelor,2,IT,4,41.6,21.38
562,27,2,PhD,2,Operations,8,36.9,24.59
563,40,12,Bachelor,4,IT,4,38.7,30.91
564,39,12,Bachelor,4,Finance,10,43.3,36.97
565,42,17,Master,5,IT,6,42.5,43.56
566,38,19,Bachelor,5,IT,2,45.2,38.34
567,33,7,Bachelor,3,HR,5,39.6,24.06
568,30,8,Bachelor,3,Finance,6,42.2,23.61
569,27,6,Bachelor,3,IT,5,39.3,26.05
570,25,0,Master,2,Finance,2,44.8,17.45
571,23,2,Bachelor,1,Marketing,7,46.8,14.88
572,38,12,Bachelor,4,HR,4,43.9,28.78
573,40,16,Bachelor,5,IT,8,46.2,42.9
574,23,0,Bachelor,1,Finance,7,42.1,14.68
575,27,5,Master,2,Marketing,7,45.2,21.93
576,46,20,Bachelor,6,Marketing,9,42.3,47.91
577,31,5,Bachelor,2,HR,1,37.9,15.75
578,30,11,PhD,3,IT,10,43.0,40.04
579,39,12,Master,4,Marketing,6,38.0,33.59
580,35,12,Bachelor,5,HR,6,51.4,35.63
581,36,14,Master,4,IT,6,40.7,39.27
582,44,20,Master,6,Finance,6,44.6,47.75
583,39,15,Master,4,IT,10,42.0,41.77
584,40,20,Bachelor,6,HR,7,37.1,45.0
585,36,10,PhD,3,IT,10,34.4,38.29
586,29,4,Bachelor,3,HR,6,45.0,22.1
587,22,3,Bachelor,2,Operations,1,48.2,13.85
588,25,2,Bachelor,1,Marketing,3,39.1,10.08
589,42,18,Bachelor,5,Operations,2,35.4,38.86
590,41,19,Master,6,Operations,6,40.7,44.29
591,37,17,Bachelor,5,IT,8,38.3,41.91
592,36,14,Bachelor,4,HR,3,39.4,30.44
593,27,8,Master,3,Finance,10,44.4,32.94
594,41,16,Bachelor,5,Operations,8,41.8,39.72
595,33,13,Bachelor,4,IT,8,38.7,38.72
596,34,14,Bachelor,4,Operations,5,44.4,32.16
597,27,0,Bachelor,1,HR,8,44.7,11.23
598,43,20,Bachelor,6,Marketing,6,40.7,44.39
599,22,2,Master,1,IT,5,42.6,17.97
600,42,15,Bachelor,4,IT,9,44.1,38.65
601,37,10,Bachelor,3,Marketing,7,43.7,26.27
602,30,11,Master,3,IT,8,42.2,35.27
603,30,9,Master,4,Marketing,1,47.7,29.66
604,37,15,Bachelor,4,IT,2,44.3,32.68
605,32,7,Bachelor,2,HR,8,40.2,22.23
606,33,5,Bachelor,3,IT,9,40.2,25.74
607,33,11,Bachelor,3,HR,4,39.8,23.61
608,40,20,Bachelor,6,HR,10,44.5,46.66
609,32,7,Bachelor,3,IT,10,39.5,26.9
610,27,3,PhD,2,IT,9,40.3,29.53
611,28,7,Bachelor,2,IT,4,46.2,19.04
612,41,17,Master,6,HR,10,42.8,45.64
613,28,4,Bachelor,2,Finance,10,46.8,24.23
614,31,8,Master,3,Marketing,10,45.2,29.99
615,25,3,Master,1,Finance,9,37.3,19.27
616,44,16,Master,5,Finance,7,41.6,44.31
617,27,8,Bachelor,4,IT,2,46.0,27.43
618,28,0,Master,1,IT,9,37.1,19.73
619,44,20,Bachelor,6,IT,4,43.7,47.51
620,39,19,Master,5,Operations,8,41.8,45.07
621,33,12,Bachelor,4,Operations,7,35.0,29.42
622,41,15,Bachelor,5,IT,7,42.5,39.78
623,40,12,Bachelor,4,HR,8,38.7,34.85
624,37,13,Bachelor,5,Marketing,1,37.3,31.4
625,23,2,Bachelor,1,Finance,5,42.0,17.39
626,30,5,Bachelor,2,IT,2,34.3,20.54
627,39,17,PhD,5,IT,2,39.3,46.32
628,45,18,Master,5,Finance,1,52.2,41.78
629,27,4,PhD,2,Operations,5,44.6,23.86
630,35,14,Bachelor,4,HR,2,38.5,29.27
631,21,1,Master,1,IT,4,47.6,16.43
632,29,9,Master,3,IT,3,38.0,28.96
633,38,17,Master,5,Marketing,3,39.8,38.25
634,32,12,Master,4,Marketing,2,37.4,29.89
635,26,4,Bachelor,2,HR,6,43.0,19.0
636,21,0,Master,2,HR,2,47.5,12.87
637,28,0,Bachelor,1,IT,8,38.0,16.3
638,44,17,Bachelor,6,Marketing,8,33.8,40.58
639,34,14,Bachelor,4,Marketing,5,46.4,33.72
640,43,16,PhD,6,IT,10,48.2,53.71
641,34,10,Master,3,Marketing,7,34.0,31.26
642,39,20,PhD,6,IT,4,43.8,52.71
643,38,16,Master,5,IT,1,42.9,38.07
644,31,12,Bachelor,5,IT,2,38.9,34.19
645,24,0,Bachelor,1,IT,10,36.4,16.6
646,23,1,Bachelor,1,IT,10,46.0,17.87
647,29,8,Bachelor,3,Finance,4,42.7,25.41
648,23,2,Bachelor,2,Finance,1,43.0,13.81
649,27,0,Bachelor,2,Finance,8,39.5,15.54
650,44,20,Bachelor,6,IT,9,38.8,47.75
651,42,15,PhD,4,IT,4,32.2,40.91
652,28,5,Bachelor,3,HR,10,41.1,23.31
653,36,16,Master,5,IT,3,47.8,45.06
654,30,4,Master,2,IT,2,38.4,22.48
655,27,4,Bachelor,3,Operations,5,35.9,20.75
656,25,5,Bachelor,2,Marketing,3,43.7,17.93
657,24,2,Bachelor,1,Operations,10,44.5,16.12
658,47,20,Bachelor,6,Finance,7,39.7,46.59
659,26,4,Master,2,IT,6,40.6,23.94
660,42,20,Bachelor,6,HR,1,43.1,40.65
661,24,4,Bachelor,2,IT,8,41.4,19.6
662,33,9,Bachelor,3,Finance,2,46.0,24.09
663,29,9,PhD,3,IT,5,51.7,35.15
664,43,18,Master,5,Marketing,9,35.2,43.37
665,37,16,Master,6,IT,8,46.9,47.88
666,41,20,Bachelor,6,Operations,2,42.4,42.05
667,36,13,Master,4,Operations,9,47.6,38.23
668,29,8,Master,4,Finance,5,44.9,32.1
669,33,13,Master,5,Marketing,10,42.2,42.12
670,28,0,PhD,1,HR,6,45.0,18.91
671,45,18,Bachelor,5,Marketing,3,40.4,37.42
672,32,12,PhD,4,Finance,3,38.9,37.99
673,32,12,PhD,4,Marketing,10,45.2,39.32
674,29,3,Bachelor,1,Finance,8,38.6,15.88
675,27,0,Bachelor,1,Operations,10,44.6,13.47
676,41,16,PhD,6,Finance,10,42.1,53.81
677,28,7,Bachelor,3,Finance,2,32.7,22.17
678,28,1,Bachelor,2,Marketing,2,39.7,11.42
679,28,7,PhD,2,Marketing,5,43.3,28.08
680,29,6,Master,2,Finance,6,40.4,25.02
681,28,1,Bachelor,2,IT,2,32.0,14.8
682,23,2,Master,1,Finance,5,47.3,18.06
683,42,17,Bachelor,5,Operations,7,42.7,36.22
684,30,11,Bachelor,3,Marketing,10,43.8,27.01
685,22,0,Bachelor,1,Marketing,10,40.1,12.79
686,33,11,Master,3,IT,8,44.1,34.66
687,29,4,Bachelor,3,Finance,7,49.3,25.63
688,42,16,Master,5,HR,8,39.1,39.88
689,34,15,Master,5,Marketing,9,48.7,41.77
690,37,14,Bachelor,5,IT,5,43.6,38.54
691,39,14,Master,4,Operations,5,38.5,34.24
692,26,4,Bachelor,3,Finance,10,50.8,25.2
693,42,20,Master,6,IT,4,43.6,48.58
694,35,13,Bachelor,4,IT,9,44.7,38.65
695,25,1,PhD,2,IT,5,40.9,25.91
696,35,10,Bachelor,3,Finance,2,38.8,24.83
697,38,18,Bachelor,5,IT,10,42.7,47.0
698,29,6,Master,2,IT,8,48.3,27.97
699,27,5,Bachelor,2,Marketing,7,40.8,21.15
700,22,1,Bachelor,1,IT,8,41.9,15.37
701,30,5,Master,2,IT,3,47.8,22.44
702,41,17,Master,5,Finance,4,40.8,40.82
703,26,1,Master,1,Finance,5,44.0,16.02
704,40,17,Bachelor,5,Marketing,6,45.5,39.36
705,38,14,Master,4,Finance,1,41.2,34.34
706,41,18,Bachelor,5,Marketing,4,43.2,41.02
707,26,1,Master,1,HR,10,44.6,18.28
708,39,19,Master,5,IT,5,40.4,44.81
709,28,5,Bachelor,3,IT,7,45.3,25.82
710,24,0,Bachelor,1,Finance,5,39.8,13.74
711,38,14,Bachelor,4,IT,1,39.3,33.23
712,32,9,Bachelor,4,Marketing,7,35.9,30.96
713,46,18,Bachelor,5,HR,8,40.0,39.42
714,41,16,Bachelor,5,IT,7,38.7,40.19
715,32,4,Master,2,IT,4,40.4,21.6
716,29,3,Bachelor,2,IT,8,44.4,21.02
717,34,9,PhD,3,Finance,5,35.1,31.33
718,39,16,Bachelor,5,Finance,10,34.1,41.48
719,28,9,Master,4,Finance,9,39.0,35.09
720,39,16,Master,6,IT,10,43.8,51.21
721,47,19,Bachelor,5,HR,5,43.2,37.04
722,24,4,Bachelor,3,Operations,1,38.9,16.43
723,24,1,Master,1,IT,9,46.7,21.4
724,28,5,Bachelor,2,Finance,5,39.4,19.57
725,40,20,PhD,6,Operations,6,43.8,51.46
726,24,1,Bachelor,1,IT,4,40.5,15.21
727,34,12,PhD,4,HR,6,38.5,36.07
728,29,10,Bachelor,3,IT,8,39.6,29.39
729,31,10,Master,3,HR,3,44.9,25.93
730,34,15,Master,5,IT,5,43.4,39.86
731,33,10,Master,3,Operations,2,45.9,27.03
732,40,18,Bachelor,6,Marketing,2,43.4,39.94
733,39,14,Master,4,Marketing,7,35.6,35.52
734,38,15,Bachelor,4,Marketing,10,50.5,36.29
735,38,10,Master,3,HR,10,43.5,31.36
736,37,15,Bachelor,5,Finance,10,44.1,40.12
737,27,7,Master,2,Operations,6,40.5,23.56
738,25,3,Bachelor,1,Operations,4,46.5,13.42
739,27,7,Master,2,Finance,5,37.6,23.55
740,29,3,Master,1,Operations,1,44.4,13.32
741,23,2,Master,1,HR,7,33.7,15.67
742,29,2,Bachelor,1,Finance,8,44.7,15.94
743,39,17,Bachelor,6,Finance,9,37.7,46.41
744,42,18,PhD,6,IT,8,43.1,54.33
745,46,18,Bachelor,5,IT,5,47.4,43.46
746,43,20,Bachelor,6,IT,3,45.3,46.31
747,32,4,Master,2,Finance,10,46.9,23.77
748,36,17,Master,5,IT,9,46.5,46.15
749,36,9,Bachelor,3,Finance,6,39.9,26.58
750,39,20,Master,6,Operations,5,44.4,47.84
751,31,5,Master,2,IT,3,35.1,24.52
752,27,0,Bachelor,2,Finance,6,39.3,15.16
753,31,4,PhD,2,IT,3,47.6,26.42
754,27,8,Bachelor,4,IT,10,40.5,34.1
755,31,11,Bachelor,3,Marketing,6,34.5,26.84
756,32,13,Bachelor,5,Finance,4,50.1,37.93
757,29,1,Bachelor,1,Marketing,2,44.2,8.57
758,36,16,PhD,5,IT,8,45.1,50.02
759,41,13,Bachelor,4,Finance,4,38.1,32.6
760,38,12,Bachelor,4,IT,9,43.1,37.48
761,31,8,Bachelor,3,IT,7,43.0,28.26
762,39,14,Master,5,IT,2,38.7,40.17
763,34,14,Master,4,IT,4,41.3,37.11
764,36,10,Bachelor,3,IT,5,36.0,27.07
765,39,15,Bachelor,4,IT,3,40.6,33.41
766,42,16,Master,5,Operations,9,45.9,41.19
767,22,3,Bachelor,1,IT,5,39.0,15.39
768,21,0,Bachelor,1,IT,2,49.6,12.64
769,32,7,Bachelor,3,IT,3,36.3,23.95
770,42,16,Master,5,HR,9,41.0,42.27
771,23,2,Bachelor,1,IT,7,39.4,17.88
772,42,19,Bachelor,5,Operations,2,41.3,36.93
773,33,14,Bachelor,4,Operations,9,47.5,37.96
774,39,14,PhD,4,IT,4,38.1,42.05
775,36,13,Bachelor,4,Finance,9,40.2,34.98
776,39,13,Master,4,IT,2,44.6,35.25
777,27,1,Bachelor,1,HR,10,42.4,13.03
778,39,12,Bachelor,4,Finance,4,42.7,31.29
779,38,13,Master,5,IT,5,38.1,37.55
780,37,18,Bachelor,5,IT,2,41.7,41.24
781,27,6,Master,2,HR,10,46.5,21.64
782,28,2,PhD,1,Finance,1,35.6,17.75
783,35,14,Master,4,IT,7,39.2,37.81
784,39,13,Bachelor,5,HR,10,34.7,35.78
785,29,10,Master,3,Finance,1,44.1,26.89
786,37,14,Bachelor,4,Operations,8,46.9,36.76
787,34,12,Master,5,IT,3,41.3,36.93
788,40,17,Master,5,Marketing,10,38.0,45.39
789,31,5,Master,2,HR,6,38.1,22.29
790,30,2,Bachelor,2,IT,7,40.8,16.91
791,40,18,Bachelor,5,HR,10,40.8,40.63
792,36,14,Bachelor,4,Finance,1,45.6,33.08
793,25,4,Master,2,Operations,6,39.3,19.07
794,34,9,Bachelor,3,IT,7,43.7,30.53
795,27,6,Bachelor,3,HR,6,40.8,22.14
796,37,16,Master,5,IT,4,39.0,42.05
797,34,6,Master,2,Operations,1,40.7,19.29
798,34,11,Bachelor,3,IT,9,43.3,32.48
799,39,16,Master,5,Operations,4,45.7,38.51
800,36,12,Bachelor,4,Operations,7,41.0,31.32
801,45,19,Bachelor,5,IT,7,37.2,43.92
802,31,3,Bachelor,1,Marketing,2,46.0,12.24
803,33,9,Bachelor,4,Operations,1,38.4,25.39
804,21,2,Bachelor,1,IT,8,43.0,16.48
805,34,8,Master,4,Finance,8,41.9,34.21
806,38,12,Bachelor,4,Finance,7,41.4,33.31
807,44,17,Bachelor,5,IT,8,40.1,40.76
808,41,14,PhD,5,IT,3,44.5,43.57
809,23,3,Bachelor,1,IT,2,32.0,12.34
810,34,14,Bachelor,4,IT,7,46.5,35.68
811,22,1,Master,1,Finance,8,38.3,17.04
812,33,14,PhD,4,IT,1,43.6,40.37
813,29,7,Master,2,Operations,10,43.4,25.37
814,29,7,Master,2,Marketing,9,47.1,26.54
815,43,16,Master,5,IT,4,42.8,42.5
816,38,11,Bachelor,3,HR,4,38.7,24.01
817,45,18,Master,5,HR,3,35.6,38.98
818,37,9,Bachelor,3,Operations,6,40.6,26.24
819,33,8,PhD,3,IT,1,34.2,30.77
820,24,4,Bachelor,2,IT,6,39.5,21.32
821,33,5,Master,2,Operations,2,40.8,20.54
822,42,19,Bachelor,6,Operations,9,39.2,45.66
823,23,1,Master,1,Marketing,2,42.2,10.72
824,38,12,Bachelor,4,Marketing,7,41.1,32.46
825,25,5,Master,2,IT,1,40.7,20.61
826,28,4,Master,2,Finance,7,32.3,24.41
827,23,0,Bachelor,2,IT,5,36.8,16.87
828,40,20,Master,6,IT,8,44.6,51.05
829,48,20,Master,6,Marketing,4,45.2,47.4
830,24,5,Master,3,IT,10,34.6,30.03
831,31,5,Bachelor,2,Finance,7,38.7,18.53
832,35,15,Bachelor,5,Operations,6,46.3,38.19
833,28,3,Bachelor,1,IT,5,39.1,15.44
834,37,10,Bachelor,4,Operations,4,41.6,29.73
835,35,8,PhD,3,Operations,7,47.8,32.42
836,28,2,Bachelor,2,Finance,5,40.6,18.63
837,46,18,Master,5,IT,5,40.0,45.06
838,34,7,Bachelor,2,IT,1,41.4,21.28
839,24,4,Bachelor,2,Finance,2,49.4,16.76
840,27,3,Master,2,IT,5,43.8,22.93
841,27,5,Master,2,IT,3,42.1,20.7
842,23,1,Bachelor,1,Operations,2,39.9,9.19
843,42,19,Bachelor,5,IT,4,44.2,40.3
844,31,10,Bachelor,3,Marketing,4,44.6,24.2
845,22,3,Bachelor,1,IT,4,37.7,14.1
846,40,14,Bachelor,4,HR,4,44.7,31.97
847,28,5,Bachelor,2,Operations,3,41.4,16.54
848,37,16,Bachelor,6,IT,7,42.1,44.56
849,33,5,Master,2,IT,9,38.5,26.17
850,43,18,Bachelor,6,HR,5,40.4,42.58
851,26,1,Bachelor,1,Marketing,4,37.9,10.99
852,33,14,Bachelor,5,HR,2,37.7,32.81
853,37,10,Master,3,IT,2,43.5,29.0
854,27,7,Master,3,IT,5,40.6,30.23
855,41,18,Bachelor,5,Operations,7,36.8,41.06
856,35,12,Master,4,Operations,10,50.7,37.31
857,37,11,Bachelor,3,Finance,10,37.5,30.05
858,30,4,Bachelor,3,Marketing,9,46.4,21.92
859,30,5,Bachelor,2,Finance,7,36.1,19.35
860,28,3,Bachelor,1,Finance,5,43.8,12.2
861,42,18,Master,5,IT,10,41.0,46.79
862,43,19,Master,6,Finance,10,39.5,50.74
863,27,0,Bachelor,2,Finance,10,42.8,18.56
864,43,19,Master,5,IT,6,42.2,49.01
865,36,16,Master,6,Finance,3,38.8,42.71
866,31,11,Bachelor,3,Marketing,5,38.6,26.05
867,37,14,Bachelor,4,HR,8,35.7,34.33
868,22,0,Bachelor,1,HR,1,43.2,5.29
869,33,13,Bachelor,4,Operations,1,37.0,26.48
870,26,5,Bachelor,2,IT,7,42.0,23.16
871,29,4,Bachelor,3,Finance,5,44.4,21.87
872,36,10,Bachelor,3,Marketing,5,42.8,25.87
873,27,3,Master,1,Finance,1,39.1,13.7
874,35,12,Master,4,IT,9,45.6,39.59
875,29,10,PhD,4,IT,1,40.4,35.01
876,28,2,Bachelor,1,Operations,5,36.7,11.97
877,21,0,Master,1,Finance,10,40.9,16.88
878,29,5,Master,3,Operations,9,44.3,26.83
879,38,17,Master,5,HR,4,39.3,41.92
880,34,9,Bachelor,3,HR,8,45.5,25.88
881,29,4,Master,3,Marketing,6,38.9,24.15
882,36,9,Bachelor,3,HR,3,39.5,22.42
883,34,11,Bachelor,3,IT,4,37.8,28.58
884,27,1,Bachelor,1,Finance,2,44.7,11.79
885,40,12,Master,4,Marketing,1,41.8,31.6
886,35,7,Bachelor,2,IT,8,38.1,24.73
887,27,1,PhD,2,IT,1,40.4,21.71
888,38,19,Master,6,IT,1,32.0,45.48
889,23,0,Bachelor,1,Operations,4,45.1,9.95
890,25,4,PhD,3,IT,10,41.3,31.43
891,27,8,Bachelor,3,HR,10,32.4,28.95
892,38,16,PhD,5,Finance,6,36.2,46.57
893,34,8,Bachelor,3,Finance,9,40.3,26.6
894,31,10,Bachelor,3,HR,1,36.7,22.26
895,42,14,Master,4,IT,7,45.2,38.05
896,25,5,Master,2,HR,10,43.7,23.35
897,29,2,Master,1,Marketing,5,43.4,14.14
898,44,16,PhD,5,Marketing,8,32.0,45.6
899,27,4,Master,2,IT,7,39.9,22.44
900,36,11,Master,3,Operations,4,39.2,28.95
901,37,17,Master,5,HR,4,38.2,40.22
902,40,13,Master,4,Operations,6,40.3,33.78
903,47,20,Bachelor,6,Finance,6,37.5,45.59
904,32,10,Master,3,Finance,9,42.9,31.63
905,30,8,Bachelor,3,Operations,5,45.1,24.67
906,25,1,Master,2,Operations,8,44.7,19.0
907,39,11,Master,4,Finance,5,41.4,34.96
908,30,2,Master,2,IT,2,50.0,18.03
909,30,2,Master,1,IT,6,46.6,18.12
910,24,0,Master,1,IT,9,41.6,17.85
911,26,7,Bachelor,2,IT,3,40.1,21.55
912,34,7,Master,2,IT,1,47.4,24.26
913,30,10,Bachelor,3,Operations,1,46.0,23.57
914,31,8,Bachelor,3,IT,3,36.4,24.45
915,31,4,Bachelor,2,HR,10,46.3,16.95
916,35,13,Bachelor,4,IT,5,41.4,34.26
917,23,2,Bachelor,1,IT,3,38.6,14.68
918,45,20,Master,6,IT,9,34.1,54.79
919,28,4,Bachelor,2,IT,8,40.9,21.56
920,30,4,Bachelor,2,Marketing,3,42.0,15.61
921,39,18,Bachelor,5,Operations,9,48.3,42.2
922,36,13,Bachelor,5,IT,6,45.8,38.11
923,31,3,Master,1,Finance,7,39.7,20.31
924,34,12,Bachelor,4,Finance,4,43.6,30.42
925,31,9,Bachelor,3,Operations,4,45.3,23.98
926,39,17,Bachelor,5,Marketing,2,42.3,37.49
927,35,7,Bachelor,2,Finance,5,39.7,21.45
928,33,7,Bachelor,2,HR,8,39.9,22.44
929,30,6,Bachelor,2,Marketing,7,43.5,20.31
930,28,7,Master,3,IT,7,43.7,31.91
931,41,13,Master,4,Finance,6,40.8,34.32
932,41,18,Bachelor,5,Operations,3,32.0,34.66
933,29,5,PhD,2,Marketing,5,36.8,26.68
934,23,0,Bachelor,1,Finance,1,44.5,9.72
935,38,14,Bachelor,4,Finance,7,33.5,35.33
936,26,0,PhD,1,IT,9,46.7,23.71
937,41,16,Bachelor,5,Finance,1,46.1,36.23
938,23,0,PhD,1,HR,2,42.2,13.58
939,42,14,Bachelor,5,Finance,3,44.4,35.67
940,25,1,Bachelor,1,Marketing,3,44.1,12.46
941,35,13,Bachelor,4,Operations,8,41.5,33.24
942,47,20,Master,6,IT,7,36.5,51.29
943,29,7,Master,2,Finance,6,45.9,26.01
944,26,7,Master,2,Finance,10,47.6,26.74
945,43,18,Bachelor,5,HR,10,37.2,42.1
946,31,6,Bachelor,2,IT,4,36.4,20.44
947,40,18,Bachelor,5,HR,9,41.5,40.46
948,26,5,Bachelor,2,Operations,1,39.5,17.78
949,31,5,PhD,3,Finance,2,42.6,28.57
950,25,2,Bachelor,1,Operations,4,46.8,11.28
951,34,6,Master,2,Operations,3,33.0,19.97
952,43,18,Master,5,IT,1,48.3,42.66
953,29,7,Bachelor,2,IT,5,40.4,24.66
954,31,9,Master,4,Operations,7,44.0,32.37
955,45,19,Bachelor,5,Operations,2,44.5,40.46
956,40,14,Bachelor,4,IT,5,44.9,33.79
957,34,14,Bachelor,4,IT,6,42.2,35.74
958,21,0,Master,1,IT,7,43.2,17.09
959,40,19,Bachelor,6,Operations,1,43.2,39.66
960,27,6,Bachelor,2,IT,7,39.5,22.44
961,22,3,Bachelor,1,Finance,4,35.0,12.6
962,26,5,Bachelor,3,Marketing,8,37.1,25.39
963,24,0,Master,1,IT,4,41.6,17.64
964,30,4,Master,2,HR,6,38.9,20.6
965,28,0,Bachelor,1,IT,9,38.9,15.39
966,27,3,Bachelor,2,Operations,5,49.2,16.12
967,24,1,Master,1,IT,4,45.4,17.97
968,31,9,Bachelor,3,HR,8,41.0,26.39
969,25,4,Master,3,HR,9,44.7,25.55
970,31,9,Bachelor,3,IT,4,40.3,27.52
971,25,0,Bachelor,1,IT,3,42.4,13.41
972,24,5,Bachelor,2,Finance,8,43.8,21.47
973,37,12,Bachelor,4,IT,5,40.3,32.33
974,33,14,Master,4,Marketing,2,39.3,31.86
975,23,3,Bachelor,1,Marketing,10,46.9,17.6
976,34,12,Master,4,Finance,9,44.5,40.31
977,38,19,Master,5,HR,3,33.0,38.71
978,41,14,Bachelor,4,HR,2,39.3,30.76
979,31,7,Master,3,Marketing,1,38.9,22.8
980,23,4,Bachelor,2,Finance,8,39.5,19.89
981,33,14,Bachelor,4,IT,3,45.4,35.18
982,27,3,Master,1,IT,7,42.1,20.16
983,33,11,Bachelor,4,Finance,1,36.4,28.31
984,34,12,Master,5,Finance,1,40.5,35.66
985,25,1,Bachelor,2,Finance,9,44.2,18.13
986,43,18,Master,5,IT,8,41.1,47.66
987,45,18,Master,5,Marketing,3,39.4,40.63
988,31,3,Master,1,IT,6,43.3,18.25
989,26,3,Master,1,IT,3,48.5,17.31
990,37,10,Master,3,Finance,4,43.8,25.76
991,26,4,Master,2,IT,1,47.2,21.09
992,47,19,Master,5,HR,5,39.7,43.44
993,30,10,Bachelor,4,IT,1,42.0,27.85
994,30,9,Bachelor,3,Finance,1,41.9,24.25
995,26,7,Bachelor,2,Finance,10,42.5,25.07
996,29,5,PhD,2,IT,7,43.8,28.6
997,29,5,Bachelor,2,IT,6,38.3,23.26
998,26,7,Bachelor,2,Operations,2,44.6,17.69
999,35,14,Bachelor,5,Finance,2,35.5,36.75
1000,36,13,Master,4,Finance,7,36.7,34.67
1001,31,10,Master,3,IT,1,50.5,29.27
1002,39,11,Bachelor,3,Finance,2,40.0,25.57
1003,33,12,Bachelor,4,Finance,8,44.9,34.04
1004,35,7,Master,2,Finance,6,48.8,26.31
1005,38,17,Bachelor,5,Marketing,2,32.7,39.74
1006,23,0,Bachelor,1,IT,7,46.5,15.82
1007,37,14,Master,4,IT,4,44.6,37.7
1008,29,7,Master,2,Marketing,2,48.6,20.52
1009,29,10,Bachelor,3,Operations,6,37.3,23.52
1010,34,11,Master,3,IT,9,47.8,36.83
1011,39,11,Master,3,Finance,9,39.0,32.56
1012,26,3,Bachelor,1,IT,8,46.2,21.57
1013,37,15,PhD,5,IT,3,41.9,45.89
1014,27,3,Master,1,IT,3,45.1,18.52
1015,32,4,Master,2,IT,2,42.2,21.75
1016,26,4,Master,2,Marketing,5,34.6,20.6
1017,32,7,Bachelor,2,Finance,4,32.0,18.98
1018,34,9,Bachelor,4,IT,7,42.8,30.12
1019,36,16,Bachelor,5,IT,4,40.9,38.61
1020,29,8,Bachelor,3,Marketing,9,43.6,27.02
1021,37,18,Bachelor,5,IT,2,41.0,38.9
1022,39,13,Master,4,HR,6,50.1,33.51
1023,34,7,Master,2,IT,7,42.9,26.23
1024,30,8,Master,3,HR,4,40.2,26.76
1025,34,10,Master,4,IT,6,43.3,36.36
1026,27,0,Master,2,IT,7,40.3,21.18
1027,37,13,Bachelor,4,IT,4,42.4,34.35
1028,31,4,Bachelor,2,IT,8,37.1,20.41
1029,42,20,Bachelor,6,Finance,9,42.0,46.76
1030,39,13,Master,4,HR,1,40.1,31.38
1031,30,3,Bachelor,2,IT,7,37.5,19.09
1032,22,0,Master,1,IT,9,49.9,19.97
1033,41,18,Bachelor,5,Finance,10,37.7,41.6
1034,33,7,Master,2,HR,5,42.0,20.28
1035,42,14,Master,4,Operations,2,38.8,33.79
1036,44,20,Master,6,HR,10,43.2,50.69
1037,39,14,PhD,4,Finance,6,36.9,40.1
1038,29,8,Master,4,Finance,7,45.4,31.26
1039,45,20,PhD,6,Operations,2,50.1,46.66
1040,34,8,PhD,3,Marketing,2,38.6,31.3
1041,37,9,Master,4,IT,10,46.9,37.64
1042,43,19,Master,5,IT,10,40.5,47.96
1043,48,20,Bachelor,6,IT,1,48.0,44.05
1044,35,8,Bachelor,3,Finance,4,50.8,23.07
1045,26,2,Master,1,Marketing,7,41.1,17.78
1046,46,19,Bachelor,5,Finance,9,35.9,45.57
1047,32,10,Bachelor,3,IT,3,45.8,26.57
1048,31,5,PhD,2,Marketing,7,42.9,29.79
1049,23,1,Master,1,Marketing,7,44.0,16.28
1050,26,6,Master,2,IT,7,40.6,28.1
1051,45,17,Bachelor,5,HR,2,38.5,35.5
1052,28,1,Bachelor,1,Finance,6,46.6,14.35
1053,39,16,Bachelor,5,Operations,2,43.3,37.38
1054,32,10,Bachelor,3,Marketing,6,36.2,27.14
